user_id,role,age_group,gender,timestamp,event_type,product_id,product_slug,product_name,brand_name,category,search_query,cart_size,price,order_id,payment_status,shipping_status,session_id
d2ce9bf4-c176-5741-abf0-e971f2a841b1,admin,18-24,female,2026-04-01T10:31:00+00:00,add_to_cart,91308ee2-9a4d-55ae-bd4e-197d2451848f,balo-commute-flex,Balo Commute Flex,carry-all,accessories,,1,899000,,unpaid,pending,sess-001-03
d2ce9bf4-c176-5741-abf0-e971f2a841b1,admin,18-24,female,2026-04-01T10:34:00+00:00,checkout_started,91308ee2-9a4d-55ae-bd4e-197d2451848f,balo-commute-flex,Balo Commute Flex,carry-all,accessories,,1,899000,ORD-001-03,pending,pending,sess-001-03
d2ce9bf4-c176-5741-abf0-e971f2a841b1,admin,18-24,female,2026-04-01T10:38:00+00:00,order_created,91308ee2-9a4d-55ae-bd4e-197d2451848f,balo-commute-flex,Balo Commute Flex,carry-all,accessories,,1,899000,ORD-001-03,pending,pending,sess-001-03
d2ce9bf4-c176-5741-abf0-e971f2a841b1,admin,18-24,female,2026-04-01T10:42:00+00:00,order_cancel,91308ee2-9a4d-55ae-bd4e-197d2451848f,balo-commute-flex,Balo Commute Flex,carry-all,accessories,,0,899000,ORD-001-03,failed,returned,sess-001-03
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T10:00:00+00:00,search,,,,,books,sach tu duy phan tich,0,,,unpaid,pending,sess-002-01
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T10:05:00+00:00,view_category,,,,,books,sach tu duy phan tich,0,,,unpaid,pending,sess-002-01
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T10:09:00+00:00,product_view,4f505f22-ca63-5424-8241-e38d8c891494,book-lean-business-notes,Book Lean Business Notes,mindforge,books,sach tu duy phan tich,0,199000,,unpaid,pending,sess-002-01
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T10:12:00+00:00,product_click,4f505f22-ca63-5424-8241-e38d8c891494,book-lean-business-notes,Book Lean Business Notes,mindforge,books,sach tu duy phan tich,0,199000,,unpaid,pending,sess-002-01
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T10:15:00+00:00,product_view,1f72ad57-6908-5fc4-ab62-6579c707ac12,book-ml-for-builders,Book ML for Builders,mindforge,books,sach tu duy phan tich,0,249000,,unpaid,pending,sess-002-01
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T10:18:00+00:00,product_click,1f72ad57-6908-5fc4-ab62-6579c707ac12,book-ml-for-builders,Book ML for Builders,mindforge,books,sach tu duy phan tich,0,249000,,unpaid,pending,sess-002-01
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T10:21:00+00:00,add_to_wishlist,4f505f22-ca63-5424-8241-e38d8c891494,book-lean-business-notes,Book Lean Business Notes,mindforge,books,,0,199000,,unpaid,pending,sess-002-01
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T10:23:00+00:00,add_to_cart,4f505f22-ca63-5424-8241-e38d8c891494,book-lean-business-notes,Book Lean Business Notes,mindforge,books,,1,199000,,unpaid,pending,sess-002-01
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T10:26:00+00:00,remove_from_cart,4f505f22-ca63-5424-8241-e38d8c891494,book-lean-business-notes,Book Lean Business Notes,mindforge,books,,0,199000,,unpaid,pending,sess-002-01
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T10:28:00+00:00,search,,,,,groceries,granola it duong,0,,,unpaid,pending,sess-002-02
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T10:33:00+00:00,view_category,,,,,groceries,granola it duong,0,,,unpaid,pending,sess-002-02
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T10:37:00+00:00,product_view,191954cb-09b7-590a-9db0-7ac73c8500d5,granola-honey-almond,Granola Honey Almond,green-basket,groceries,granola it duong,0,165000,,unpaid,pending,sess-002-02
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T10:40:00+00:00,product_click,191954cb-09b7-590a-9db0-7ac73c8500d5,granola-honey-almond,Granola Honey Almond,green-basket,groceries,granola it duong,0,165000,,unpaid,pending,sess-002-02
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T10:43:00+00:00,product_view,b7d4943f-f691-5c7c-9791-19532dff7d11,nuts-premium-mix-500g,Nuts Premium Mix 500g,green-basket,groceries,granola it duong,0,175000,,unpaid,pending,sess-002-02
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T10:46:00+00:00,product_click,b7d4943f-f691-5c7c-9791-19532dff7d11,nuts-premium-mix-500g,Nuts Premium Mix 500g,green-basket,groceries,granola it duong,0,175000,,unpaid,pending,sess-002-02
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T10:49:00+00:00,add_to_cart,191954cb-09b7-590a-9db0-7ac73c8500d5,granola-honey-almond,Granola Honey Almond,green-basket,groceries,,1,165000,,unpaid,pending,sess-002-02
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T10:52:00+00:00,checkout_started,191954cb-09b7-590a-9db0-7ac73c8500d5,granola-honey-almond,Granola Honey Almond,green-basket,groceries,,1,165000,ORD-002-02,pending,pending,sess-002-02
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T10:56:00+00:00,order_created,191954cb-09b7-590a-9db0-7ac73c8500d5,granola-honey-almond,Granola Honey Almond,green-basket,groceries,,1,165000,ORD-002-02,pending,pending,sess-002-02
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T11:00:00+00:00,order_cancel,191954cb-09b7-590a-9db0-7ac73c8500d5,granola-honey-almond,Granola Honey Almond,green-basket,groceries,,0,165000,ORD-002-02,failed,returned,sess-002-02
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T11:02:00+00:00,search,,,,,books,sach thiet ke,0,,,unpaid,pending,sess-002-03
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T11:07:00+00:00,view_category,,,,,books,sach thiet ke,0,,,unpaid,pending,sess-002-03
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T11:11:00+00:00,product_view,1f72ad57-6908-5fc4-ab62-6579c707ac12,book-ml-for-builders,Book ML for Builders,mindforge,books,sach thiet ke,0,249000,,unpaid,pending,sess-002-03
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T11:14:00+00:00,product_click,1f72ad57-6908-5fc4-ab62-6579c707ac12,book-ml-for-builders,Book ML for Builders,mindforge,books,sach thiet ke,0,249000,,unpaid,pending,sess-002-03
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T11:17:00+00:00,product_view,4f505f22-ca63-5424-8241-e38d8c891494,book-lean-business-notes,Book Lean Business Notes,mindforge,books,sach thiet ke,0,199000,,unpaid,pending,sess-002-03
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T11:20:00+00:00,product_click,4f505f22-ca63-5424-8241-e38d8c891494,book-lean-business-notes,Book Lean Business Notes,mindforge,books,sach thiet ke,0,199000,,unpaid,pending,sess-002-03
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T11:23:00+00:00,chat_query,1f72ad57-6908-5fc4-ab62-6579c707ac12,book-ml-for-builders,Book ML for Builders,mindforge,books,goi y sach thiet ke,0,249000,,unpaid,pending,sess-002-03
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T11:25:00+00:00,add_to_cart,1f72ad57-6908-5fc4-ab62-6579c707ac12,book-ml-for-builders,Book ML for Builders,mindforge,books,,1,249000,,unpaid,pending,sess-002-03
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T11:28:00+00:00,checkout_started,1f72ad57-6908-5fc4-ab62-6579c707ac12,book-ml-for-builders,Book ML for Builders,mindforge,books,,1,249000,ORD-002-03,pending,pending,sess-002-03
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T11:32:00+00:00,order_created,1f72ad57-6908-5fc4-ab62-6579c707ac12,book-ml-for-builders,Book ML for Builders,mindforge,books,,1,249000,ORD-002-03,pending,pending,sess-002-03
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T11:36:00+00:00,payment_success,1f72ad57-6908-5fc4-ab62-6579c707ac12,book-ml-for-builders,Book ML for Builders,mindforge,books,,1,249000,ORD-002-03,paid,preparing,sess-002-03
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T11:42:00+00:00,product_view,ba593ea1-5369-5a0b-ae20-b95d2c8c7545,book-brand-design-systems,Book Brand Design Systems,mindforge,books,mua lai,0,219000,,unpaid,pending,sess-002-03
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T11:44:00+00:00,add_to_cart,ba593ea1-5369-5a0b-ae20-b95d2c8c7545,book-brand-design-systems,Book Brand Design Systems,mindforge,books,,1,219000,,unpaid,pending,sess-002-03
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T11:46:00+00:00,order_created,ba593ea1-5369-5a0b-ae20-b95d2c8c7545,book-brand-design-systems,Book Brand Design Systems,mindforge,books,,1,219000,ORD-002-03-R,pending,pending,sess-002-03
ba5e59d7-756e-5d15-a40c-06ede00f261e,admin,25-34,male,2026-04-01T11:48:00+00:00,payment_success,ba593ea1-5369-5a0b-ae20-b95d2c8c7545,book-brand-design-systems,Book Brand Design Systems,mindforge,books,,1,219000,ORD-002-03-R,paid,delivered,sess-002-03
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T11:00:00+00:00,search,,,,,cosmetics,duong am makeup,0,,,unpaid,pending,sess-003-01
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T11:05:00+00:00,view_category,,,,,cosmetics,duong am makeup,0,,,unpaid,pending,sess-003-01
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T11:09:00+00:00,product_view,941c2a2e-357b-501f-a7ca-387445ebb0d0,kem-nen-second-skin,Kem nen Second Skin,velvet-glow,cosmetics,duong am makeup,0,429000,,unpaid,pending,sess-003-01
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T11:12:00+00:00,product_click,941c2a2e-357b-501f-a7ca-387445ebb0d0,kem-nen-second-skin,Kem nen Second Skin,velvet-glow,cosmetics,duong am makeup,0,429000,,unpaid,pending,sess-003-01
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T11:15:00+00:00,product_view,51498c03-abbf-509f-a98f-64277cca9c7b,sua-rua-mat-foam-balance,Sua rua mat Foam Balance,velvet-glow,cosmetics,duong am makeup,0,219000,,unpaid,pending,sess-003-01
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T11:18:00+00:00,product_click,51498c03-abbf-509f-a98f-64277cca9c7b,sua-rua-mat-foam-balance,Sua rua mat Foam Balance,velvet-glow,cosmetics,duong am makeup,0,219000,,unpaid,pending,sess-003-01
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T11:21:00+00:00,add_to_cart,941c2a2e-357b-501f-a7ca-387445ebb0d0,kem-nen-second-skin,Kem nen Second Skin,velvet-glow,cosmetics,,1,429000,,unpaid,pending,sess-003-01
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T11:24:00+00:00,checkout_started,941c2a2e-357b-501f-a7ca-387445ebb0d0,kem-nen-second-skin,Kem nen Second Skin,velvet-glow,cosmetics,,1,429000,ORD-003-01,pending,pending,sess-003-01
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T11:28:00+00:00,order_created,941c2a2e-357b-501f-a7ca-387445ebb0d0,kem-nen-second-skin,Kem nen Second Skin,velvet-glow,cosmetics,,1,429000,ORD-003-01,pending,pending,sess-003-01
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T11:32:00+00:00,order_cancel,941c2a2e-357b-501f-a7ca-387445ebb0d0,kem-nen-second-skin,Kem nen Second Skin,velvet-glow,cosmetics,,0,429000,ORD-003-01,failed,returned,sess-003-01
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T11:34:00+00:00,search,,,,,home_appliances,noi chien khong dau,0,,,unpaid,pending,sess-003-02
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T11:39:00+00:00,view_category,,,,,home_appliances,noi chien khong dau,0,,,unpaid,pending,sess-003-02
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T11:43:00+00:00,product_view,767fafdc-c862-5256-a9d1-1b3cb4675ebe,refrigerator-frostmax-360l,Refrigerator FrostMax 360L,polar-home,home_appliances,noi chien khong dau,0,15990000,,unpaid,pending,sess-003-02
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T11:46:00+00:00,product_click,767fafdc-c862-5256-a9d1-1b3cb4675ebe,refrigerator-frostmax-360l,Refrigerator FrostMax 360L,polar-home,home_appliances,noi chien khong dau,0,15990000,,unpaid,pending,sess-003-02
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T11:49:00+00:00,product_view,9a61f12f-ffc3-595a-ba60-15b9d3f28722,air-conditioner-coolbreeze-inverter,Air Conditioner CoolBreeze Inverter,polar-home,home_appliances,noi chien khong dau,0,13490000,,unpaid,pending,sess-003-02
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T11:52:00+00:00,product_click,9a61f12f-ffc3-595a-ba60-15b9d3f28722,air-conditioner-coolbreeze-inverter,Air Conditioner CoolBreeze Inverter,polar-home,home_appliances,noi chien khong dau,0,13490000,,unpaid,pending,sess-003-02
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T11:55:00+00:00,chat_query,767fafdc-c862-5256-a9d1-1b3cb4675ebe,refrigerator-frostmax-360l,Refrigerator FrostMax 360L,polar-home,home_appliances,goi y noi chien khong dau,0,15990000,,unpaid,pending,sess-003-02
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T11:57:00+00:00,add_to_cart,767fafdc-c862-5256-a9d1-1b3cb4675ebe,refrigerator-frostmax-360l,Refrigerator FrostMax 360L,polar-home,home_appliances,,1,15990000,,unpaid,pending,sess-003-02
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T12:00:00+00:00,checkout_started,767fafdc-c862-5256-a9d1-1b3cb4675ebe,refrigerator-frostmax-360l,Refrigerator FrostMax 360L,polar-home,home_appliances,,1,15990000,ORD-003-02,pending,pending,sess-003-02
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T12:04:00+00:00,order_created,767fafdc-c862-5256-a9d1-1b3cb4675ebe,refrigerator-frostmax-360l,Refrigerator FrostMax 360L,polar-home,home_appliances,,1,15990000,ORD-003-02,pending,pending,sess-003-02
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T12:08:00+00:00,payment_success,767fafdc-c862-5256-a9d1-1b3cb4675ebe,refrigerator-frostmax-360l,Refrigerator FrostMax 360L,polar-home,home_appliances,,1,15990000,ORD-003-02,paid,preparing,sess-003-02
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T12:14:00+00:00,product_view,606403e0-7b0d-52e3-8456-a728cf25772f,air-purifier-breezeguard-300,Air Purifier BreezeGuard 300,polar-home,home_appliances,mua lai,0,6290000,,unpaid,pending,sess-003-02
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T12:16:00+00:00,add_to_cart,606403e0-7b0d-52e3-8456-a728cf25772f,air-purifier-breezeguard-300,Air Purifier BreezeGuard 300,polar-home,home_appliances,,1,6290000,,unpaid,pending,sess-003-02
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T12:18:00+00:00,order_created,606403e0-7b0d-52e3-8456-a728cf25772f,air-purifier-breezeguard-300,Air Purifier BreezeGuard 300,polar-home,home_appliances,,1,6290000,ORD-003-02-R,pending,pending,sess-003-02
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T12:20:00+00:00,payment_success,606403e0-7b0d-52e3-8456-a728cf25772f,air-purifier-breezeguard-300,Air Purifier BreezeGuard 300,polar-home,home_appliances,,1,6290000,ORD-003-02-R,paid,delivered,sess-003-02
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T12:24:00+00:00,search,,,,,cosmetics,kem nen cho da dau,0,,,unpaid,pending,sess-003-03
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T12:29:00+00:00,view_category,,,,,cosmetics,kem nen cho da dau,0,,,unpaid,pending,sess-003-03
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T12:33:00+00:00,product_view,21582fa8-482c-5253-8b79-8e9be326f826,son-lip-dewy-rose,Son Lip Dewy Rose,velvet-glow,cosmetics,kem nen cho da dau,0,259000,,unpaid,pending,sess-003-03
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T12:36:00+00:00,product_click,21582fa8-482c-5253-8b79-8e9be326f826,son-lip-dewy-rose,Son Lip Dewy Rose,velvet-glow,cosmetics,kem nen cho da dau,0,259000,,unpaid,pending,sess-003-03
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T12:39:00+00:00,product_view,c40a9500-aa7e-5bb0-aa10-79249e4e17c2,son-lip-velvet-maple,Son Lip Velvet Maple,velvet-glow,cosmetics,kem nen cho da dau,0,289000,,unpaid,pending,sess-003-03
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T12:42:00+00:00,product_click,c40a9500-aa7e-5bb0-aa10-79249e4e17c2,son-lip-velvet-maple,Son Lip Velvet Maple,velvet-glow,cosmetics,kem nen cho da dau,0,289000,,unpaid,pending,sess-003-03
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T12:45:00+00:00,add_to_cart,21582fa8-482c-5253-8b79-8e9be326f826,son-lip-dewy-rose,Son Lip Dewy Rose,velvet-glow,cosmetics,,1,259000,,unpaid,pending,sess-003-03
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T12:48:00+00:00,checkout_started,21582fa8-482c-5253-8b79-8e9be326f826,son-lip-dewy-rose,Son Lip Dewy Rose,velvet-glow,cosmetics,,1,259000,ORD-003-03,pending,pending,sess-003-03
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T12:52:00+00:00,order_created,21582fa8-482c-5253-8b79-8e9be326f826,son-lip-dewy-rose,Son Lip Dewy Rose,velvet-glow,cosmetics,,1,259000,ORD-003-03,pending,pending,sess-003-03
aead719e-02af-571c-a708-ab022a43c645,admin,35-44,other,2026-04-01T12:56:00+00:00,payment_success,21582fa8-482c-5253-8b79-8e9be326f826,son-lip-dewy-rose,Son Lip Dewy Rose,velvet-glow,cosmetics,,1,259000,ORD-003-03,paid,in_transit,sess-003-03
77747758-277d-58f5-b500-35d5512c2e8b,admin,45-54,female,2026-04-01T12:00:00+00:00,search,,,,,electronics,dien thoai chup anh dep,0,,,unpaid,pending,sess-004-01
77747758-277d-58f5-b500-35d5512c2e8b,admin,45-54,female,2026-04-01T12:05:00+00:00,view_category,,,,,electronics,dien thoai chup anh dep,0,,,unpaid,pending,sess-004-01
77747758-277d-58f5-b500-35d5512c2e8b,admin,45-54,female,2026-04-01T12:09:00+00:00,product_view,94d6af4f-6b77-54cd-a78e-b0ab5824634a,smartwatch-pulse-s2,Smartwatch Pulse S2,aurora-mobile,electronics,dien thoai chup anh dep,0,3190000,,unpaid,pending,sess-004-01
